clave,nombre,programa_clave,trimestre,tipo,creditos,area_nombre,area_descripcion,url
1402028,METODOLOGÍA DEL DISEÑO GRÁFICO II (Semiótica y Diseño),DCG,4,OBL,,Licenciatura,Licenciatura,
1420050,HISTORIA DEL DISEÑO GRÁFICO II (Historia del Diseño Gráfico),DCG,4,OBL,,Licenciatura,Licenciatura,
1420051,DISEÑO Y COMUNICACIÓN II (Percepción Visual y Cognición),DCG,4,OBL,,Licenciatura,Licenciatura,
1402058,EXPRESIÓN DE DISEÑO GRÁFICO II (Color para Diseñadores),DCG,4,OBL,,Licenciatura,Licenciatura,
1402041,TECNOLOGÍA PARA EL DISEÑO GRÁFICO II (Introducción a las Artes Gráficas),DCG,4,OBL,,Licenciatura,Licenciatura,
1420054,DISEÑO DE MENSAJES GRÁFICOS III (Sistemas de Signos en Soportes de un Plano),DCG,5,OBL,,Licenciatura,Licenciatura,
1402029,METODOLOGÍA DEL DISEÑO GRÁFICO III (Retórica e Interpretación de la Imagen),DCG,5,OBL,,Licenciatura,Licenciatura,
1420056,HISTORIA DEL DISEÑO GRÁFICO III (Diseño Gráfico en México),DCG,5,OBL,,Licenciatura,Licenciatura,
1420057,DISEÑO Y COMUNICACÍON III (Comunicación y Diseño),DCG,5,OBL,,Licenciatura,Licenciatura,
1420058,EXPRESIÓN DEL DISEÑO GRÁFICO III (Dibujo Básico),DCG,5,OBL,,Licenciatura,Licenciatura,
1402042,TECNOLOGÍA PARA EL DISEÑO GRÁFICO III (Introducción a los Medios Audiovisuales),DCG,5,OBL,,Licenciatura,Licenciatura,
1402049,DISEÑO DE MENSAJES GRÁFICOS IV (Sistemas de Signos en Publicaciones),DCG,6,OBL,,Licenciatura,Licenciatura,
1423014,TEORÍA Y METODOLOGÍA APLICADA I (Apoyo a Diseño de Mensajes Gráficos IV),DCG,6,OBL,,Licenciatura,Licenciatura,
1423015,DISEÑO  Y COMUNICACIÓN IV (Mensaje Visual),DCG,6,OBL,,Licenciatura,Licenciatura,
1402014,TECNOLOGÍA PARA EL DISEÑO GRÁFICO IV (Preprensa y DTP),DCG,6,OBL,,Licenciatura,Licenciatura,
1402057,TECNOLOGÍA PARA EL DISEÑO GRÁFICO V (Páginas Web),DCG,6,OBL,,Licenciatura,Licenciatura,
1402059,EXPRESIÓN DEL DISEÑO GRÁFICO IV (Fotografía Básica),DCG,6,OBL,,Licenciatura,Licenciatura,
1402050,DISEÑO DE MENSAJES GRÁFICOS V (Sistemas de Signos de Identidad Gráfica),DCG,7,OBL,,Licenciatura,Licenciatura,
1423019,TEORÍA Y METODOLOGÍA APLICADA II(Apoyo a Diseño de Mensajes Gráficos V),DCG,7,OBL,,Licenciatura,Licenciatura,
1423020,DISEÑO Y COMUNICACIÓN V (Sistema de Signos),DCG,7,OBL,,Licenciatura,Licenciatura,
1402051,DISEÑO DE MENSAJES GRÁFICOS VI (Sistemas de Signos en Envase),DCG,8,OBL,,Licenciatura,Licenciatura,
1423022,TEORÍA Y METDOLOGÍA APLICADA III (Apoyo a Diseño de Mensajes Gráficos VI),DCG,8,OBL,,Licenciatura,Licenciatura,
1423023,DISEÑO Y COMUNICACIÓN VI (Medios de Comunicación),DCG,8,OBL,,Licenciatura,Licenciatura,
1402052,DISEÑO DE MENSAJES GRÁFICOS VII (Sistemas de Signos de Orientación en Espacios),DCG,9,OBL,,Licenciatura,Licenciatura,
1423025,TEORÍA Y METODOLOGÍA APLICADA IV (Apoyo a Diseño de Mensajes Gráficos VII),DCG,9,OBL,,Licenciatura,Licenciatura,
1423026,DISEÑO Y COMUNICACIÓN VII (Cultura de la Imagen),DCG,9,OBL,,Licenciatura,Licenciatura,
1402064,INFOGRAFÍA,DCG,9,OBL,,Licenciatura,Licenciatura,
1402065,TALLER DE INVESTIGACIÓN,DCG,9,OBL,,Licenciatura,Licenciatura,
1402053,DISEÑO DE MENSAJES GRÁFICOS VIII (Sistemas de Signos en Medios Electrónicos),DCG,10,OBL,,Licenciatura,Licenciatura,
1423030,TEORÍA Y METODOLOGÍA APLICADA V (Apoyo a Diseño de Mensajes Gráficos VIII),DCG,10,OBL,,Licenciatura,Licenciatura,
1402054,SISTEMAS INTEGRALES I,DCG,10,OBL,,Licenciatura,Licenciatura,
1402019,GESTIÓN DEL DISEÑO GRÁFICO I (Mercadotecnia),DCG,10,OBL,,Licenciatura,Licenciatura,
1402055,SISTEMAS INTEGRALES II,DCG,11,OBL,,Licenciatura,Licenciatura,
1402020,GESTIÓN DEL DISEÑO GRÁFICO II (Desarrollo Profesional),DCG,11,OBL,,Licenciatura,Licenciatura,
1425016,TEMAS DE OPCIÓN TERMINAL I,DCG,11,OBL,,Licenciatura,Licenciatura,
1402056,SISTEMAS INTEGRALES III,DCG,12,OBL,,Licenciatura,Licenciatura,
1402021,GESTIÓN DE DISEÑO GRÁFICO III (Administración del Diseño),DCG,12,OBL,,Licenciatura,Licenciatura,
1424010,CALIGRAFÍA,DCG,VII- IX,OPT,,Optativas de interés profesional,Área de concentración: Tipografía,
1424037,MANIPULACIÓN DIGITAL,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Tipografía,
1402047,TIPOGRAFÍA DIGITAL,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Tipografía,
1424049,DISEÑO DE LA MARCA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Tipografía,
1424013,TEMAS SELECTOS DE TIPOGRAFÍA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Tipografía,
1402078,ANIMACIÓN BÁSICA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Audiovisuales,
1402072,FOTOGRAFÍA AVANZADA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Audiovisuales,
1402079,CREACIÓN Y PREPRODUCCIÓN DE UN PROYECTO AUDIOVISUAL,DCG,VIII,OPT,,Optativas de interés profesional,Área de concentración: Medios Audiovisuales,
1402073,FOTOGRAFÍA DE ESTUDIO,DCG,VIII,OPT,,Optativas de interés profesional,Área de concentración: Medios Audiovisuales,
1402061,"PRODUCCIÓN, POSPRODUCCIÓN Y TRANSMISIÓN DE UN PROYECTO AUDIOVISUAL",DCG,IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Audiovisuales,
1402036,TÉCNICAS DE REPRESENTACION,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Ilustración,
1424020,FIGURA HUMANA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Ilustración,
1424024,AEROGRAFÍA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Ilustración,
1424022,ILUSTRACÓN EXPRESIVA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Ilustración,
1424019,DIBUJO AVANZADO,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Ilustración,
1424032,SERIGRAFÍA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Artes Gráficas,
1403013,DISEÑO DE ENVASE Y EMBALAJE,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Artes Gráficas,
1402025,IMPRESIÓN OFFSET Y DIGITAL,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Artes Gráficas,
1402074,GESTIÓN DEL COLOR,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Artes Gráficas,
1402060,FLEXOGRAFÍA Y ROTOGRABADO,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Artes Gráficas,
1432015,DISEÑO DE INTERFAZ,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Digitales,
1402063,PROGRAMACIÓN PARA DISEÑADORES,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Digitales,
1424035,MULTIMEDIA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Medios Digitales,
1424053,MUSEOGRAFÍA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Diseño Tridimensional,
1424052,PUNTO DE VENTA Y STAND,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Diseño Tridimensional,
1424054,ESCENOGRAFÍA,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Diseño Tridimensional,
1401034,INTRODUCCIÓN A LA ILUMINACIÓN COMERCIAL,DCG,VII-IX,OPT,,Optativas de interés profesional,Área de concentración: Diseño Tridimensional,
1403015,Ecodiseño,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1401048,"Construcción de Maquetas con Técnicas Manuales, Convencionales y Digitales",DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1401017,Diseño de la Forma del México Prehispánico,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1401064,Azoteas Verdes,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1401056,Desarrollo Sustentable y Diseño,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1425022,Marketing y Publicidad Digital,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1435015,Accesibilidad y Habitabilidad del Espacio,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1435013,Ciclo de Vida en los Materiales,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1435014,Tendencias en el Diseño y Desarrollo de Accesorios Ornamentales Corporales,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas Disciplinares,
1404010,Oralidad y Escritura para Diseñadores,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1404004,Diálogos con la Música,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1402062,Ética,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1401018,Historia del Arte,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1425023,Fortalezas para el Emprendedor,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1435016,Creatividad para Arquitectos y Diseñadores,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1425024,Diseño y Estudios de Género,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1415035,Diseñar para el Desarrollo Sostenible,DCG,VII-IX,OPT,,Optativas de Extensión Divisional,Optativas de Formación Integral,
1401043,Práctica Profesional I,DCG,X-XII,OPT,,Optativas de Extensión Universitaria,Optativas de Práctica Profesional,
1401044,Práctica Profesional II,DCG,X-XII,OPT,,Optativas de Extensión Universitaria,Optativas de Práctica Profesional,
1402067,Movilidad  I,DCG,VII-IX,OPT,,Optativas de Extensión Universitaria,Optativas de Movilidad,
1402068,Movilidad  II,DCG,VII-IX,OPT,,Optativas de Extensión Universitaria,Optativas de Movilidad,
1402069,Movilidad  III,DCG,VII-IX,OPT,,Optativas de Extensión Universitaria,Optativas de Movilidad,
1402070,Movilidad  IV,DCG,VII-IX,OPT,,Optativas de Extensión Universitaria,Optativas de Movilidad,
1402071,Movilidad  V,DCG,VII-IX,OPT,,Optativas de Extensión Universitaria,Optativas de Movilidad,
1400027,FUNDAMENTOS TEÓRICOS DEL DISEÑO I,ARQ,1,OBL,,Licenciatura,Licenciatura,
1400028,CULTURA Y DISEÑO I,ARQ,1,OBL,,Licenciatura,Licenciatura,
1400034,EXPRESIÓN FORMAL I,ARQ,1,OBL,,Licenciatura,Licenciatura,
1400042,RAZONAMIENTO  Y LOGICA SIMBOLICA I,ARQ,1,OBL,,Licenciatura,Licenciatura,
1400036,GEOMETRÍA DESCRIPTIVA I,ARQ,1,OBL,,Licenciatura,Licenciatura,
1404001,LENGUAJE BÁSICO,ARQ,1,OBL,,Licenciatura,Licenciatura,
1400029,FUNDAMENTOS TEÓRICOS DEL DISEÑO II,ARQ,2,OBL,,Licenciatura,Licenciatura,
1400030,CULTURA Y DISEÑO II,ARQ,2,OBL,,Licenciatura,Licenciatura,
1400039,EXPRESIÓN FORMAL II,ARQ,2,OBL,,Licenciatura,Licenciatura,
1400033,METODOS MATEMÁTICOS,ARQ,2,OBL,,Licenciatura,Licenciatura,
1400041,GEOMETRÍA DESCRIPTIVA II,ARQ,2,OBL,,Licenciatura,Licenciatura,
1404002,SISTEMAS DE DISEÑO,ARQ,2,OBL,,Licenciatura,Licenciatura,
1414010,TEORÍA E HISTORIA DE LA ARQUITECTURA I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1414011,ANÁLISIS Y MÉTODOS I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1414050,DISEÑO ARQUITECTÓNICO I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1401071,SISTEMAS CONSTRUCTIVOS Y ESTRUCTURALES I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1401013,CLIMATOLOGIA Y GEOMETRIA SOLAR,ARQ,3,OBL,,Licenciatura,Licenciatura,
1414014,TALLER DE EXPRESIÓN ARQUITECTÓNICA I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1414024,MATEMÁTICAS Y FÍSICA APLICADA I,ARQ,3,OBL,,Licenciatura,Licenciatura,
1414015,TEORÍA E HISTORIA DE LA ARQUITECTURA II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1414016,ANÁLISIS Y MÉTODOS II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1414051,DISEÑO ARQUITECTÓNICO II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1401072,SISTEMAS CONSTRUCTIVOS Y ESTRUCTURALES II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1401015,CONFORT HIGROTERMICO,ARQ,4,OBL,,Licenciatura,Licenciatura,
1414019,TALLER DE EXPRESIÓN ARQUITECTÓNICO II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1414030,MATEMÁTICAS Y FÍSICA APLICADA II,ARQ,4,OBL,,Licenciatura,Licenciatura,
1414020,TEORÍA E HISTORIA DE LA ARQUITECTURA III,ARQ,5,OBL,,Licenciatura,Licenciatura,
1414021,ANÁLISIS Y MÉTODOS III,ARQ,5,OBL,,Licenciatura,Licenciatura,
1414052,DISEÑO ARQUITECTÓNICO III,ARQ,5,OBL,,Licenciatura,Licenciatura,
1401073,SISTEMAS CONSTRUCTIVOS Y ESTRUCTURALES III,ARQ,5,OBL,,Licenciatura,Licenciatura,
1401016,CONFORT LUMINICO Y ACUSTICO,ARQ,5,OBL,,Licenciatura,Licenciatura,
1401075,TALLER DE EXPRESIÓN ARQUITECTÓNICO III,ARQ,5,OBL,,Licenciatura,Licenciatura,
1414036,ANALISIS ESTRUCTURAL ELEMENTOS CONTINUOS,ARQ,5,OBL,,Licenciatura,Licenciatura,
1414026,TEORÍA E HISTORIA DE LA ARQUITECTURA IV,ARQ,6,OBL,,Licenciatura,Licenciatura,
1414027,ANÁLISIS Y MÉTODOS IV,ARQ,6,OBL,,Licenciatura,Licenciatura,
1414053,DISEÑO ARQUITECTÓNICO IV,ARQ,6,OBL,,Licenciatura,Licenciatura,
1401074,SISTEMAS CONSTRUCTIVOS Y ESTRUCTURALES IV,ARQ,6,OBL,,Licenciatura,Licenciatura,
1414035,INSTALACIONES EN LOS EDIFICIOS I,ARQ,6,OBL,,Licenciatura,Licenciatura,
1414041,DISEÑO ESTRUCTURAL,ARQ,6,OBL,,Licenciatura,Licenciatura,
1401076,TALLER DE EXPRESIÓN ARQUITECTÓNICO IV,ARQ,6,OBL,,Licenciatura,Licenciatura,
1414032,TEORÍA E HISTORIA DE LA ARQUITECTURA V,ARQ,7,OBL,,Licenciatura,Licenciatura,
1414033,TALLER DE ARQUITECTURA I-A,ARQ,7,OBL,,Licenciatura,Licenciatura,
1414034,CONSTRUCCION I,ARQ,7,OBL,,Licenciatura,Licenciatura,
1414040,INSTALACIONES EN LOS EDIFICIOS II,ARQ,7,OBL,,Licenciatura,Licenciatura,
1401036,TECNICAS DE MODELADO Y MATERIALIZACION DIGITAL,ARQ,7,OBL,,Licenciatura,Licenciatura,
1414037,TEORÍA E HISTORIA DE LA ARQUITECTURA VI,ARQ,8,OBL,,Licenciatura,Licenciatura,
1414038,TALLER DE ARQUITECTURA I-B,ARQ,8,OBL,,Licenciatura,Licenciatura,
1414039,CONSTRUCCION II,ARQ,8,OBL,,Licenciatura,Licenciatura,
1401031,SISTEMAS DE CLIMATIZACION AUTOMATIZACION Y CONTROL,ARQ,8,OBL,,Licenciatura,Licenciatura,
1414042,TALLER DE ARQUITECTURA II-A,ARQ,9,OBL,,Licenciatura,Licenciatura,
1401004,CONSTRUCCION III,ARQ,9,OBL,,Licenciatura,Licenciatura,
1414043,ADMINISTRACIÓN DE OBRAS Y PROYECTOS I,ARQ,10,OBL,,Licenciatura,Licenciatura,
1415037,SEMINARIO DE PROYECTO TERMINAL,ARQ,10,OBL,,Licenciatura,Licenciatura,
1414045,TALLER DE ARQUITECTURA II-B,ARQ,10,OBL,,Licenciatura,Licenciatura,
1414047,TALLER DE PROYECTO TERMINAL I,ARQ,11,OBL,,Licenciatura,Licenciatura,
1401014,CONDICIONES ESTRUCTURALES Y ESTRATEGIAS CONSTRUCTIVAS,ARQ,11,OBL,,Licenciatura,Licenciatura,
1414046,ADMINISTRACIÓN DE OBRAS Y PROYECTOS II,ARQ,11,OBL,,Licenciatura,Licenciatura,
1401023,EVALUACION FINANCIERA DE PROYECTOS,ARQ,12,OBL,,Licenciatura,Licenciatura,
1414048,TALLER DE PROYECTO TERMINAL II,ARQ,12,OBL,,Licenciatura,Licenciatura,
1401022,ESTRATEGIAS PARA INSTALACIONES Y CRITERIOS,ARQ,12,OBL,,Licenciatura,Licenciatura,
1401006,Arquitectura Contemporánea en América Latina,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401007,Arquitectura Monástica en México Siglos XVI al XVII,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401008,Tendencias de la Arquitectura y Escultura del Siglo XX,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401010,Arquitectura Viva en la Ciudad de México,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401011,Historia del Pensamiento Arquitectónico del Periodo Clásico al Renacimiento,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401012,"Arquitectura del Siglo XVI en Conventos Franciscanos, Dominicanos y Agustinos",ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401017,Diseño de la Forma del México Prehispánico,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Teoría e Historia,
1401019,Análisis de Fallas Estructurales en Edificios de Concreto,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401020,Aplicación de Sistemas de Unión por Soldadura en Estructuras Metálicas,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401021,Métodos y Técnicas de Gestión para los Proyectos de Arquitectura,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401024,Normatividad para el Proyecto Arquitectónico,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401025,Sistemas Estructurales ,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401026,Temas de Prefabricación,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401027,Taller de Prácticas de Construcción,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401028,Topografía,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401029,Aplicación de Plásticos en Arquitectura,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401030,"Diseño, Desarrollo y Ejecución de Mobiliario Urbano en Materiales Plásticos",ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1415036,Gestión de Proyectos y Realización Arquitectónica Mediante BIM,ARQ,X-XII,OPT,,Optativas de interés profesional,Área de concentración: Tecnología y Administración,
1401035,Introducción a la Restauración Arquitectónica,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Rehabilitación de Espacios,
1401037,Introducción a la Teoría de la Conservación del Patrimonio Cultural,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Rehabilitación de Espacios,
1401045,Laboratorio de proyectos,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Rehabilitación de Espacios,
1401046,Arquitectura Industrial Histórica en México,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Rehabilitación de Espacios,
1401047,Patologías en la Construcción,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Rehabilitación de Espacios,
1401005,Análisis de Centros Comerciales,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401052,Análisis y Diseño de Espacios Arquitectónicos y Urbanos,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401053,Arquitectura y Ciudad,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401054,Arquitectura y Urbanismo Sustentable en el Nuevo Milenio,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401055,Ciudades Proyectadas,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401057,Elaboración de Planes Maestros de Imagen Urbana y Arquitectónica,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401058,Seminario en Urbanismo Internacional,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401059,Historia del Urbanismo en México ,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401062,Taller de Experimentación en el Espacio Público de la Cd. De Méx.,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401065,Ruido y Ciudad,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401066,Diagnóstico Urbano,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401067,Diseño y Construcción de Vivienda Social,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Urbanismo,
1401032,Acústica y Control de Ruidos en los Edificios,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Diseño Ambiental,
1401033,"Espacio, Sonido y Arquitectura",ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Diseño Ambiental,
1401060,Introducción a la Arquitectura del Paisaje,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Diseño Ambiental,
1401061,Introducción al Estudio de los Jardines,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Diseño Ambiental,
1401063,Diseño Sustentable y Eco-tecnologías,ARQ,VII-XII,OPT,,Optativas de interés profesional,Área de concentración: Diseño Ambiental,
